artist,album,score,reviewer,url
NIDINGR,Greatest of Deceivers,5.7,Miles Raymer,http://pitchfork.com/reviews/albums/17453-greatest-of-deceivers/
Parquet Courts,Tally All the Things That You Broke EP,7.5,Jeremy D. Larson,http://pitchfork.com/reviews/albums/18563-parquet-courts-tally-all-the-things-that-you-broke-ep/
Lorde,Pure Heroine,7.3,Lindsay Zoladz,http://pitchfork.com/reviews/albums/18614-lorde-pure-heroine/
Blitzen Trapper,VII,6.7,Harley Brown,http://pitchfork.com/reviews/albums/18572-blitzen-trapper-vii/
Kelley Stoltz,Double Exposure,6.8,Evan Minsker,http://pitchfork.com/reviews/albums/18521-kelley-stoltz-double-exposure/
The Field,Cupid's Head,8.7,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/18538-the-field-cupids-head/
Deltron 3030,Event II,5.7,Nate Patrin,http://pitchfork.com/reviews/albums/18499-deltron-3030-event-ii/
The Foreign Exchange,Love In Flying Colors,6.5,Kyle Kramer,http://pitchfork.com/reviews/albums/18531-the-foreign-exchange-love-in-flying-colors/
Connections,Body Language,7.4,Paul Thompson,http://pitchfork.com/reviews/albums/18556-connections-body-language/
Cuushe,Butterfly Case,7,Patrick St. Michel,http://pitchfork.com/reviews/albums/18597-cuushe-butterfly-case/
Justin Timberlake,The 20/20 Experience 2 of 2,4.5,Ryan Dombal,http://pitchfork.com/reviews/albums/18548-justin-timberlake-the-2020-experience-2-of-2/
Machinedrum,Vapor City,7.8,Nate Patrin,http://pitchfork.com/reviews/albums/18513-machine-drum-vapor-city/
Yuck,Glow & Behold,6.1,Ian Cohen,http://pitchfork.com/reviews/albums/18582-yuck-glow-behold/
Melt-Banana,fetch,7.8,Jason Heller,http://pitchfork.com/reviews/albums/18577-melt-banana-fetch/
Pinkish Black,Razed to the Ground,7.2,Andy O'Connor,http://pitchfork.com/reviews/albums/18368-pinkish-black-razed-to-the-ground/
Fuzz,Fuzz,7.3,Evan Minsker,http://pitchfork.com/reviews/albums/18570-fuzz-fuzz/
Dr. Dog,B-Room,5.4,Harley Brown,http://pitchfork.com/reviews/albums/18557-dr-dog-b-room/
San Fermin,San Fermin,7.4,Jeremy D. Larson,http://pitchfork.com/reviews/albums/18500-san-fermin-san-fermin/
Youth Code,Youth Code,7.2,Zach Kelly,http://pitchfork.com/reviews/albums/18592-youth-code-youth-code/
Cities Aviv,Black Pleasure,6.1,Ian Cohen,http://pitchfork.com/reviews/albums/17456-black-pleasure/
Gerry Read,Jummy,8,Andrew Gaerig,http://pitchfork.com/reviews/albums/17445-jummy/
Eternal Tapestry,A World Out Of Time,7,Marc Masters,http://pitchfork.com/reviews/albums/17293-a-world-out-of-time/
Downfall of Gaia,Suffocating in the Swarm of Crane,6.5,Kim Kelly,http://pitchfork.com/reviews/albums/17399-suffocating-in-the-swarm-of-crane/
Dinosaur Jr.,Chocomel Daze (Live 1987),4.5,Stuart Berman,http://pitchfork.com/reviews/albums/17370-chocomel-daze-live-1987/
Roc Marciano,Reloaded,8.1,Ian Cohen,http://pitchfork.com/reviews/albums/17301-reloaded/
Ratking,Wiki93 EP,5.8,Jordan Sargent,http://pitchfork.com/reviews/albums/17352-wiki93-ep/
Raime,Quarter Turns Over a Living Line,7.2,Nick Neyland,http://pitchfork.com/reviews/albums/17414-quarter-turns-over-a-living-line/
Forma,OFF/ON,6.7,Zach Kelly,http://pitchfork.com/reviews/albums/17440-off-on/
Frankie Rose,Herein Wild,6.4,Ian Cohen,http://pitchfork.com/reviews/albums/18512-frankie-rose-herein-wild/
Ariana Grande,Yours Truly,6.5,Andrew Ryce,http://pitchfork.com/reviews/albums/18591-ariana-grande-yours-truly/
Huerco S.,Colonial Patterns,7.9,Ruth Saxelby,http://pitchfork.com/reviews/albums/18520-huerco-s-colonial-patterns/
Fort Romeau,Stay / True EP,6.7,Jamieson Cox,http://pitchfork.com/reviews/albums/18483-fort-romeau-stay-true-ep/
Sebadoh,Defend Yourself,6,Brandon Stosuy,http://pitchfork.com/reviews/albums/18482-sebadoh-defend-yourself/
Yoko Ono Plastic Ono Band,Take Me to the Land of Hell,7,Nick Neyland,http://pitchfork.com/reviews/albums/18494-yoko-ono-plastic-ono-band-take-me-to-the-land-of-hell/
G-Dragon,Coup d'Etat,6.1,Corban Goble,http://pitchfork.com/reviews/albums/18569-g-dragon-coup-detat/
Craig Leon,Nommos,8,Andy Beta,http://pitchfork.com/reviews/albums/18553-craig-leon-nommos/
Rashad Becker,Traditional Music of Notional Species Vol. I,7.4,Marc Masters,http://pitchfork.com/reviews/albums/18547-rashad-becker-traditional-music-of-notional-species-vol-i/
FKA twigs,EP2,8,Nick Neyland,http://pitchfork.com/reviews/albums/18590-twigs-ep2/
Elvis Costello,Wise Up Ghost,6.5,Jayson Greene,http://pitchfork.com/reviews/albums/18497-elvis-costello-the-roots-wise-up-ghost/
Mark Lanegan,Imitations,6.6,Jason Heller,http://pitchfork.com/reviews/albums/18496-mark-lanegan-imitations/
Carol Kleyn,Return of the Silkie,7.2,Matthew Murphy,http://pitchfork.com/reviews/albums/18555-carol-kleyn-return-of-the-silkie/
Kyson,The Water's Way,6.5,Andrew Ryce,http://pitchfork.com/reviews/albums/18416-kyson-the-waters-way/
Holy Ghost!,Dynamics,6.3,Nate Patrin,http://pitchfork.com/reviews/albums/18498-holy-ghost-dynamics/
2 Chainz,B.O.A.T.S II: Me Time,6.2,Kyle Kramer,http://pitchfork.com/reviews/albums/18562-2-chainz-boats-ii-me-time/
The Dead C,Armed Courage,8.4,Grayson Currin,http://pitchfork.com/reviews/albums/18449-the-dead-c-armed-courage/
Royal Bangs,Brass,5.9,Paul Thompson,http://pitchfork.com/reviews/albums/18489-royal-bangs-brass/
Keep Shelly in Athens,At Home,6,Ian Cohen,http://pitchfork.com/reviews/albums/18484-keep-shelly-in-athens-at-home/
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary [Super Deluxe],9,Miles Raymer,http://pitchfork.com/reviews/albums/17129-the-velvet-underground-nico/
Holly Herndon,Movement,8.1,Grayson Currin,http://pitchfork.com/reviews/albums/17356-movement/
Heems,Wild Water Kingdom,7.2,Jonah Bromwich,http://pitchfork.com/reviews/albums/17251-wild-water-kingdom/
Jessica Pratt,Jessica Pratt,7.5,Lindsay Zoladz,http://pitchfork.com/reviews/albums/17415-jessica-pratt/
P.O.S.,We Don't Even Live Here,5.7,Ian Cohen,http://pitchfork.com/reviews/albums/17214-we-dont-even-live-here/
William Basinski,The Disintegration Loops,10,Mark Richardson,http://pitchfork.com/reviews/albums/17064-the-disintegration-loops/
Action Bronson,Rare Chandeliers,7.2,Jordan Sargent,http://pitchfork.com/reviews/albums/17375-rare-chandeliers/
The Evens,The Odds,8,Douglas Wolk,http://pitchfork.com/reviews/albums/17328-the-odds/
El Perro Del Mar,Pale Fire,6,Katherine St Asaph,http://pitchfork.com/reviews/albums/17292-pale-fire/
Steve Hauschildt,Sequitur,6.6,Sam Hockley-Smith,http://pitchfork.com/reviews/albums/17360-sequitur/
Soundgarden,King Animal,5.9,Stuart Berman,http://pitchfork.com/reviews/albums/17300-king-animal/
Mykki Blanco,Cosmic Angel: The Illuminati Prince/ss,6.8,Carrie Battan,http://pitchfork.com/reviews/albums/17350-cosmic-angel-the-illuminati-princess/
Kevin Drumm,Relief,7.7,Brian Howe,http://pitchfork.com/reviews/albums/17362-relief/
Lust for Youth,Growing Seeds,7,Jayson Greene,http://pitchfork.com/reviews/albums/17366-growing-seeds/
Blank Realm,Go Easy,7.3,Marc Masters,http://pitchfork.com/reviews/albums/17403-go-easy/
How to destroy angels_,An Omen EP,6.5,Eric Harvey,http://pitchfork.com/reviews/albums/17297-an-omen-ep/
Isis,Temporal,6.7,Grayson Currin,http://pitchfork.com/reviews/albums/17279-temporal/
The Babies,Our House on the Hill,7.8,Jenn Pelly,http://pitchfork.com/reviews/albums/17296-our-house-on-the-hill/
Freeway,Diamond In The Ruff,5.3,Jayson Greene,http://pitchfork.com/reviews/albums/17299-diamond-in-the-ruff/
Lukid,Lonely at the Top,8,Ruth Saxelby,http://pitchfork.com/reviews/albums/17217-lonely-at-the-top/
Bill Callahan,Dream River,8.5,Lindsay Zoladz,http://pitchfork.com/reviews/albums/18491-bill-callahan-dream-river/
Modern Life Is War,Fever Hunting,7.9,Ian Cohen,http://pitchfork.com/reviews/albums/18367-modern-life-is-war-fever-hunting/
Goodie Mob,Age Against the Machine,6.8,Craig Jenkins,http://pitchfork.com/reviews/albums/18444-goodie-mob-age-against-the-machine/
Múm,Smilewound,5.7,Brian Howe,http://pitchfork.com/reviews/albums/18453-mum-smilewound/
The Stepkids,Troubadour,7.3,Jonah Bromwich,http://pitchfork.com/reviews/albums/18465-the-stepkids-troubadour/
Pixies,EP-1,1,Jayson Greene,http://pitchfork.com/reviews/albums/18560-pixies-ep-1/
Chelsea Wolfe,Pain Is Beauty,8,Jenn Pelly,http://pitchfork.com/reviews/albums/18456-chelsea-wolfe-pain-is-beauty/
Richard Youngs,Summer Through My Mind,6.8,Brian Howe,http://pitchfork.com/reviews/albums/18505-richard-youngs-summer-on-my-mind/
The Howling Wind,Vortex,7.5,Grayson Currin,http://pitchfork.com/reviews/albums/18462-the-howling-wind-vortex/
Jackson and His Computerband,Glow,4.2,Nate Patrin,http://pitchfork.com/reviews/albums/18435-jackson-and-his-computer-band-glow/
Lindstrøm,Smalhans,7.6,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/17277-smalhans/
Halls,Ark,7.2,Harley Brown,http://pitchfork.com/reviews/albums/17349-ark/
Pangaea,Release,7.7,Andrew Gaerig,http://pitchfork.com/reviews/albums/17395-release/
Anaal Nathrakh,Vanitas,7,Grayson Currin,http://pitchfork.com/reviews/albums/17319-vanitas/
Clinic,Free Reign,7.1,Stuart Berman,http://pitchfork.com/reviews/albums/17291-free-reign/
Gucci Mane,Trap God,7.2,Miles Raymer,http://pitchfork.com/reviews/albums/17397-trap-god/
Vitalic,Rave Age,4.7,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/17259-rave-age/
Viv Albertine,The Vermilion Border,7.2,Lindsay Zoladz,http://pitchfork.com/reviews/albums/17354-the-vermilion-border/
Fatima Al Qadiri,Desert Strike EP,7.9,Carrie Battan,http://pitchfork.com/reviews/albums/17312-desert-strike-ep/
Brian Eno,Lux,8,Mark Richardson,http://pitchfork.com/reviews/albums/17303-lux/
Mouse on Mars,WOW,7,Larry Fitzmaurice,http://pitchfork.com/reviews/albums/17274-wow/
Trop Tard,Too Late (Box Set),6.1,Nick Neyland,http://pitchfork.com/reviews/albums/17265-too-late-box-set/
Anna Meredith,Black Prince Fury,7.2,Mike Powell,http://pitchfork.com/reviews/albums/17400-black-prince-fury/
Early Graves,Red Horse,7.4,Kim Kelly,http://pitchfork.com/reviews/albums/17314-red-horse/
Dirty Projectors,About To Die EP,7.3,Mike Powell,http://pitchfork.com/reviews/albums/17273-about-to-die-ep/
Emeralds,Just to Feel Anything,5.9,Marc Masters,http://pitchfork.com/reviews/albums/17276-just-to-feel-anything/
King Dude,Burning Daylight,6.9,Steven Hyden,http://pitchfork.com/reviews/albums/17331-burning-daylight/
Outer Minds,Behind the Mirror,6.7,Evan Minsker,http://pitchfork.com/reviews/albums/17268-behind-the-mirror/
Bison B.C.,Lovelessness,7.2,Andy O'Connor,http://pitchfork.com/reviews/albums/17398-lovelessness/
Neko Case,"The Worse Things Get, the Harder I Fight...",8.2,Lindsay Zoladz,http://pitchfork.com/reviews/albums/18451-neko-case-the-worse-things-get-the-harder-i-fight/
The Julie Ruin,Run Fast,7,Katherine St. Asaph,http://pitchfork.com/reviews/albums/18415-julie-ruin-run-fast/
Jonathan Rado,Law and Order,6.2,Steven Hyden,http://pitchfork.com/reviews/albums/18436-jonathan-rado-law-and-order/
Coachwhips,Hands on the Controls,7.9,Jason Heller,http://pitchfork.com/reviews/albums/18445-coachwhips-hands-on-the-controls/
Pink Frost,Sundowning,6.8,Jeremy Gordon,http://pitchfork.com/reviews/albums/18466-pink-frost-sundowning/
Volcano Choir,Repave,7.8,Ian Cohen,http://pitchfork.com/reviews/albums/18447-volcano-choir-repave/
King Khan and the Shrines,Idle No More,6.8,Stuart Berman,http://pitchfork.com/reviews/albums/18448-king-khan-and-the-shrines-idle-no-more/
Roky Erickson,The Evil One,8.5,Jason Heller,http://pitchfork.com/reviews/albums/18452-roky-erickson-the-evil-one-dont-slander-me-gremlins-have-pictures/
Richard Buckner,Surrounded,7.7,Brian Howe,http://pitchfork.com/reviews/albums/18437-richard-buckner-surrounded/
Vattnet Viskar,Sky Swallower,8,Jayson Greene,http://pitchfork.com/reviews/albums/18504-vattnet-viskar-sky-swallower/
Nine Inch Nails,Hesitation Marks,7,Stuart Berman,http://pitchfork.com/reviews/albums/18443-nine-inch-nails-hesitation-marks/
Okkervil River,The Silver Gymnasium,6.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/18457-okkervil-river-the-silver-gymnasium/
John Wizards,John Wizards,7.4,Mike Powell,http://pitchfork.com/reviews/albums/18454-john-wizards-john-wizards/
Holograms,Forever,7.1,Jeremy D. Larson,http://pitchfork.com/reviews/albums/18503-holograms-forever/
Wolfgang Voigt,Zukunft Ohne Menschen,4.4,Andrew Gaerig,http://pitchfork.com/reviews/albums/18450-wolfgang-voigt-zukunft-ohne-menschen/
Bob Dylan,"Bootleg Series, Vol. 10: Another Self Portrait (1969-1971)",8.7,Mark Richardson,http://pitchfork.com/reviews/albums/18402-bob-dylan-bootleg-series-vol-10-another-self-portrait-1969-1971/
Icarus Line,Slave Vows,6.9,Zach Kelly,http://pitchfork.com/reviews/albums/18461-icarus-line-slave-vows/
Marcos Cabral,False Memories,6.5,Andy Beta,http://pitchfork.com/reviews/albums/18310-marcos-cabral-false-memories/
Golden Suits,Golden Suits,6,Paul Thompson,http://pitchfork.com/reviews/albums/18397-golden-suits-golden-suits/
Vasaeleth,All Uproarious Darkness,7,Kim Kelly,http://pitchfork.com/reviews/albums/18331-vasaeleth-all-uproarious-darkness/
Angel Haze,Classick,7.6,Lindsay Zoladz,http://pitchfork.com/reviews/albums/17402-classick/
The Soft Moon,Zeros,7,Brandon Stosuy,http://pitchfork.com/reviews/albums/17207-zeros/
Born Gold,Little Sleepwalker,5.7,Ian Cohen,http://pitchfork.com/reviews/albums/17257-little-sleepwalker/
Dark Dark Dark,Who Needs Who,7.4,Laura Snapes,http://pitchfork.com/reviews/albums/17123-who-needs-you/
The Secret,Agnus Dei,7.4,Kim Kelly,http://pitchfork.com/reviews/albums/17346-agnus-dei/
Titus Andronicus,Local Business,7,Ian Cohen,http://pitchfork.com/reviews/albums/17258-local-business/
Laurie Spiegel,The Expanding Universe,8.5,Andy Beta,http://pitchfork.com/reviews/albums/17067-the-expanding-universe/
Ellie Goulding,Halcyon,6.6,Katherine St. Asaph,http://pitchfork.com/reviews/albums/17171-halcyon/
Julie Doiron,So Many Days,7.4,Lindsay Zoladz,http://pitchfork.com/reviews/albums/17221-so-many-days/
Yakuza,Beyul,7,Grayson Currin,http://pitchfork.com/reviews/albums/17337-beyul/
Julianna Barwick,Nepenthe,8.5,Lindsay Zoladz,http://pitchfork.com/reviews/albums/18408-julianna-barwick-nepenthe/
Crocodiles,Crimes of Passion,6.9,Stuart Berman,http://pitchfork.com/reviews/albums/18411-crocodiles-crimes-of-passion/
DIANA,Perpetual Surrender,7,Renato Pagnani,http://pitchfork.com/reviews/albums/18424-diana-perpetual-surrender/
Mean Lady,Love Now,6.3,Harley Brown,http://pitchfork.com/reviews/albums/18432-mean-lady-love-now/
Exhumed,Necrocracy,7.5,Kim Kelly,http://pitchfork.com/reviews/albums/18446-exhumed-necrocracy/
A$AP Ferg,Trap Lord,7.5,Corban Goble,http://pitchfork.com/reviews/albums/17921-aap-ferg-trap-lord/
Anna Meredith,Jet Black Raider EP,7.6,Brian Howe,http://pitchfork.com/reviews/albums/18393-anna-meredith-jet-black-raider-ep/
Laura Veirs,Warp and Weft,7.4,Brian Howe,http://pitchfork.com/reviews/albums/18188-laura-veirs-warp-and-weft/
R. Stevie Moore,Personal Appeal,7.3,Marc Masters,http://pitchfork.com/reviews/albums/18364-r-stevie-moore-personal-appeal/
Still Life Still,Mourning Trance,6.6,Jamieson Cox,http://pitchfork.com/reviews/albums/18383-still-life-still-mourning-trance/
Ty Segall,Sleeper,8.2,Evan Minsker,http://pitchfork.com/reviews/albums/18398-ty-segall-sleeper/
Destruction Unit,Deep Trip,7.4,Jason Heller,http://pitchfork.com/reviews/albums/18382-destruction-unit-deep-trip/
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",7.8,Ian Cohen,http://pitchfork.com/reviews/albums/18423-the-world-is-a-beautiful-place-i-am-no-longer-afra-whenever-if-ever/
White Hills,So You Are... So You'll Be,6.2,Jason Heller,http://pitchfork.com/reviews/albums/18412-white-hills-so-you-are-so-youll-be/
Roach Gigz,Roachy Balboa Round 3,7.1,Jayson Greene,http://pitchfork.com/reviews/albums/18428-roach-gigz-roachy-balboa-round-3/
No Age,An Object,6.2,Ian Cohen,http://pitchfork.com/reviews/albums/18325-no-age-an-object/
Illangelo,History of Man,5.9,Miles Raymer,http://pitchfork.com/reviews/albums/18409-illangelo-history-of-man/
Chastity Belt,No Regerts,7.5,Jayson Greene,http://pitchfork.com/reviews/albums/18426-chastity-belt-no-regrets/
Jeremiah Jae,Bad Jokes,5.6,Jonah Bromwich,http://pitchfork.com/reviews/albums/18420-jeremiah-jae-bad-jokes/
Watain,The Wild Hunt,6.7,Grayson Currin,http://pitchfork.com/reviews/albums/18305-watain-the-wild-hunt/
Kendrick Lamar,"good kid, m.A.A.d city",9.5,Jayson Greene,http://pitchfork.com/reviews/albums/17253-good-kid-maad-city/
Peter Buck,Peter Buck,6.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/17344-peter-buck/
Sinkane,Mars,7,Eric Harvey,http://pitchfork.com/reviews/albums/17218-mars/
U.S. Girls,GEM,7.7,Lindsay Zoladz,http://pitchfork.com/reviews/albums/17222-gem/
God Seed,I Begin,7.1,Grayson Currin,http://pitchfork.com/reviews/albums/17311-i-begin/
Bat For Lashes,The Haunted Man,8.4,Marc Hogan,http://pitchfork.com/reviews/albums/17174-the-haunted-man/
Hercules and Love Affair,DJ-Kicks,7,Tim Finney,http://pitchfork.com/reviews/albums/17223-dj-kicks/
Pig Destroyer,Book Burner,8,Jess Harvell,http://pitchfork.com/reviews/albums/17255-book-burner/
Talk Normal,Sunshine,7.7,Marc Masters,http://pitchfork.com/reviews/albums/17224-sunshine/
Vatican Shadow,Ornamented Walls,7.4,Grayson Currin,http://pitchfork.com/reviews/albums/17322-ornamented-walls/
Sky Ferreira,Ghost EP,7,Katherine St. Asaph,http://pitchfork.com/reviews/albums/17305-ghost/
Jason Molina,Autumn Bird Songs,7.1,Stephen M. Deusner,http://pitchfork.com/reviews/albums/17266-autumn-bird-songs/
Prince Paul,Negroes on Ice,6.5,Miles Raymer,http://pitchfork.com/reviews/albums/17197-negroes-on-ice/
Times New Viking,Over & Over EP,6.9,Paul Thompson,http://pitchfork.com/reviews/albums/17184-over-over/
Race Horses,Furniture,7,Stuart Berman,http://pitchfork.com/reviews/albums/17284-furniture/
Philip Glass,Rework: Philip Glass Remixed,6.5,Mike Powell,http://pitchfork.com/reviews/albums/16745-glasscuts-philip-glass-remixed/
Cee-Lo Green,Cee Lo's Magic Moment,5.9,Jessica Hopper,http://pitchfork.com/reviews/albums/17250-cee-los-magic-moment/
Jason Lytle,Dept. of Disappearance,5.9,Stephen M. Deusner,http://pitchfork.com/reviews/albums/17178-dept-of-disappearance/
Naomi Punk,The Feeling,7.6,Martin Douglas,http://pitchfork.com/reviews/albums/17248-the-feeling/
Zodiac,Zodiac EP,6.8,Miles Raymer,http://pitchfork.com/reviews/albums/17238-zodiac-ep/
Earl Sweatshirt,Doris,8.3,Craig Jenkins,http://pitchfork.com/reviews/albums/18380-earl-sweatshirt-doris/
Porcelain Raft,Permanent Signal,5.8,Ian Cohen,http://pitchfork.com/reviews/albums/18381-porcelain-raft-permanent-signal/
Edward Sharpe & the Magnetic Zeros,Edward Sharpe & the Magnetic Zeros,4.5,Paul Thompson,http://pitchfork.com/reviews/albums/18314-edward-sharpe-edward-sharpe-the-magnetic-zeros/
The Belle Game,Ritual Tradition Habit,7.2,Ian Cohen,http://pitchfork.com/reviews/albums/18403-the-belle-game-ritual-tradition-habit/
Missing Monuments,Missing Monuments,6.4,Jason Heller,http://pitchfork.com/reviews/albums/18371-missing-monuments-missing-monuments/
Bloc Party,The Nextwave Sessions,5.2,Ian Cohen,http://pitchfork.com/reviews/albums/18323-bloc-party-the-nextwave-sessions/
The Clean,Vehicle,8.4,Ned Raggett,http://pitchfork.com/reviews/albums/18352-the-clean-vehicle/
Pete Rock,80 Blocks From Tiffany's Pt. II,6.8,Miles Raymer,http://pitchfork.com/reviews/albums/18353-pete-rock-camp-lo-80-blocks-from-tiffanys-pt-ii/
Homeboy Sandman,All That I Hold Dear,7.2,Jonah Bromwich,http://pitchfork.com/reviews/albums/18354-homeboy-sandman-all-that-i-hold-dear/
Yellow Eyes,Hammer of Night,7.6,Kim Kelly,http://pitchfork.com/reviews/albums/18358-yellow-eyes-hammer-of-night/
